Will Simpson vs. Pokemon SSE,pokemon,D_HP,D_ATK,D_DEF,D_SPA,D_SPD,D_SPE,SSE
470,Groudon (Primal Groudon),12,70,54,45,-15,-9,10291
471,Rayquaza,17,40,-16,45,-15,-4,4411
472,Rayquaza (Mega Rayquaza),17,70,-6,75,-5,16,11131
473,Jirachi,12,-10,-6,-5,-5,1,331
474,Deoxys (Normal Forme),-38,40,-56,45,-55,51,13831
475,Deoxys (Attack Forme),-38,70,-86,75,-85,51,29191
476,Deoxys (Defense Forme),-38,-40,54,-35,55,-9,10291
477,Deoxys (Speed Forme),-38,-15,-16,-10,-15,81,8811
478,Turtwig,-33,-42,-42,-60,-50,-68,15341
479,Grotle,-13,-21,-21,-50,-40,-63,9120
480,Torterra,7,-1,-1,-30,-20,-43,3200
481,Chimchar,-44,-52,-62,-47,-61,-38,15858
482,Monferno,-24,-32,-54,-27,-53,-18,8378
483,Infernape,-12,-6,-35,-1,-34,9,2643
484,Piplup,-35,-59,-53,-44,-49,-59,15333
485,Prinplup,-24,-44,-38,-24,-29,-49,7774
486,Empoleon,-4,-24,-18,6,-4,-39,2489
487,Starly,-48,-55,-76,-75,-75,-39,23876
488,Staravia,-33,-35,-56,-65,-65,-19,14261
489,Staraptor,-3,10,-36,-55,-45,1,6456
490,Bidoof,-29,-65,-66,-70,-65,-68,23171
491,Bibarel,-9,-25,-46,-50,-45,-28,8131
492,Kricketot,-51,-85,-65,-80,-64,-74,30023
493,Kricketune,-11,-25,-55,-50,-54,-34,10343
494,Shinx,-43,-45,-72,-65,-71,-54,21240
495,Luxio,-28,-25,-57,-45,-56,-39,11340
496,Luxray,-8,10,-27,-10,-26,-29,2510
497,Budew,-48,-80,-71,-55,-35,-44,19931
498,Roserade,-28,-40,-41,20,0,-9,4546
499,Cranidos,-21,15,-66,-75,-75,-41,17953
500,Rampardos,9,55,-46,-40,-55,-41,11528
501,Shieldon,-58,-68,12,-63,-17,-69,17151
502,Bastiodon,-28,-58,62,-58,33,-69,17206
503,Burmy,-48,-81,-61,-76,-60,-63,25931
504,Wormadam (Plant Cloak),-28,-51,-21,-26,0,-63,8471
505,Wormadam (Sandy Cloak),-28,-31,-1,-46,-20,-63,8231
506,Wormadam (Trash Cloak),-28,-41,-11,-36,-10,-63,7951
507,Mothim,-18,-16,-56,-11,-55,-33,7951
508,Combee,-58,-80,-64,-75,-63,-29,24295
509,Vespiquen,-18,-30,-4,-25,-3,-59,5355
510,Pachirisu,-28,-65,-36,-60,-15,-4,10146
511,Buizel,-33,-45,-71,-45,-75,-14,16001
512,Floatzel,-3,-5,-51,-20,-55,16,6316
513,Cherubi,-43,-75,-61,-43,-52,-64,19844
514,Cherrim,-18,-50,-36,-18,-27,-14,5369
515,Shellos,-12,-62,-58,-48,-43,-65,15730
516,Gastrodon,23,-27,-38,-13,-23,-60,7000
517,Ambipom,-13,-10,-40,-45,-39,16,5671
518,Drifloon,2,-60,-72,-45,-61,-29,15375
519,Drifblim,62,-30,-62,-15,-51,-19,11775
520,Buneary,-33,-44,-62,-61,-49,-14,13187
521,Lopunny,-23,-34,-22,-51,-9,6,4887
522,Lopunny (Mega Lopunny),-23,26,-12,-51,-9,36,5327
523,Mismagius,-28,-50,-46,0,0,6,5436
524,Honchkrow,12,15,-54,0,-53,-28,6878
525,Glameow,-39,-55,-64,-63,-68,-14,17431
526,Purugly,-17,-28,-42,-41,-46,13,6803
527,Chingling,-43,-80,-56,-40,-55,-54,18926
528,Stunky,-25,-47,-59,-64,-64,-25,15132
529,Skuntank,15,-17,-39,-34,-44,-15,5352
530,Bronzor,-31,-86,-20,-81,-19,-76,21455
531,Bronzong,-21,-21,10,-26,11,-66,6135
532,Bonsly,-38,-30,-11,-95,-60,-89,23011
533,Mime Jr.,-68,-85,-61,-35,-15,-39,18541
534,Happiny,12,-105,-101,-90,-40,-69,35831
535,Chatot,-12,-45,-61,-13,-63,-8,10092
536,Spiritomb,-38,-18,2,-13,3,-64,6046
537,Gible,-30,-40,-61,-65,-60,-57,17295
538,Gabite,-20,-20,-41,-55,-50,-17,8295
539,Garchomp,20,20,-11,-25,-20,3,1955
540,Garchomp (Mega Garchomp),20,60,9,15,-10,-7,4455
541,Munchlax,47,-25,-66,-65,-20,-94,20651
542,Riolu,-48,-40,-66,-70,-65,-39,18906
543,Lucario,-18,0,-36,10,-35,-9,3026
544,Lucario (Mega Lucario),-18,35,-18,35,-35,13,4492
545,Hippopotas,-20,-38,-28,-67,-63,-67,15575
546,Hippowdon,20,2,12,-37,-33,-52,5710
547,Skorupi,-48,-60,-16,-75,-50,-34,15441
548,Drapion,-18,-20,4,-45,-30,-4,3681
549,Croagunk,-40,-49,-66,-44,-65,-49,16919
550,Toxicroak,-5,-4,-41,-19,-40,-14,3879
551,Carnivine,-14,-10,-34,-15,-33,-53,5575
552,Finneon,-39,-61,-50,-56,-44,-33,13903
553,Lumineon,-19,-41,-30,-36,-19,-8,4663
554,Mantyke,-43,-90,-56,-45,15,-49,17736
555,Snover,-28,-48,-56,-43,-45,-59,13579
556,Abomasnow,2,-18,-31,-13,-20,-39,3379
557,Abomasnow (Mega Abomasnow),2,22,-1,27,0,-69,5979
558,Weavile,-18,10,-41,-60,-20,26,6781
559,Magnezone,-18,-40,9,25,-15,-39,4376
560,Lickilicky,22,-25,-11,-25,-10,-49,4356
561,Rhyperior,27,30,24,-50,-50,-59,10686
562,Tangrowth,12,-10,19,5,-55,-49,6056
563,Electivire,-13,13,-39,-10,-20,-4,2375
564,Magmortar,-13,-15,-39,20,-10,-16,2671
565,Togekiss,-3,-60,-11,15,10,-19,4416
566,Yanmega,-2,-34,-20,11,-49,-4,4098
567,Leafeon,-23,0,24,-45,-40,-4,4746
568,Glaceon,-23,-50,4,25,-10,-34,4926
569,Gliscor,-13,-15,19,-60,-30,-4,5271
570,Mamoswine,22,20,-26,-35,-45,-19,5171
571,Porygon-Z,-3,-30,-36,30,-30,-9,4086
572,Gallade,-20,15,-41,-40,10,-19,4367
573,Gallade (Mega Gallade),-20,55,-11,-40,10,11,5367
574,Probopass,-28,-55,39,-30,45,-59,11736
575,Dusknoir,-43,-10,29,-40,30,-54,8206
576,Froslass,-18,-30,-36,-25,-35,11,4491
577,Rotom,-38,-60,-29,-10,-28,-8,6833
578,Rotom (Heat Rotom),-38,-45,1,0,2,-13,3643
579,Rotom (Wash Rotom),-38,-45,1,0,2,-13,3643
580,Rotom (Frost Rotom),-38,-45,1,0,2,-13,3643
581,Rotom (Fan Rotom),-38,-45,1,0,2,-13,3643
582,Rotom (Mow Rotom),-38,-45,1,0,2,-13,3643
583,Uxie,-13,-35,24,-30,25,-4,3511
584,Mesprit,-8,-5,-1,0,0,-19,451
585,Azelf,-13,15,-36,20,-35,16,3571
586,Dialga,12,10,14,45,-5,-9,2571
587,Dialga (Origin Forme),12,-10,14,45,15,-9,2771
588,Palkia,2,10,-6,45,15,1,2391
589,Palkia (Origin Forme),2,-10,-6,45,15,21,2831
590,Heatran,3,-20,0,25,1,-22,1519
591,Regigigas,22,50,4,-25,5,1,3651
592,Giratina (Altered Forme),62,-10,14,-5,15,-9,4471
593,Giratina (Origin Forme),62,10,-6,15,-5,-9,4311
594,Cresselia,32,-40,14,-30,25,-14,4541
595,Phione,-8,-30,-26,-25,-25,-19,3251
596,Manaphy,12,-10,-6,-5,-5,1,331
597,Darkrai,-18,-20,-16,30,-15,26,2781
598,Shaymin (Land Forme),12,-10,-6,-5,-5,1,331
599,Shaymin (Sky Forme),12,-7,-31,15,-30,28,3063
600,Arceus,32,10,14,15,15,21,2211
601,Victini,12,-10,-6,-5,-5,1,331
602,Snivy,-43,-65,-51,-60,-50,-36,16071
603,Servine,-28,-50,-31,-45,-30,-16,7426
604,Serperior,-13,-35,-11,-30,-10,14,2711
605,Tepig,-23,-47,-61,-60,-60,-54,16575
606,Pignite,2,-17,-51,-35,-50,-44,8555
607,Emboar,22,13,-41,-5,-40,-34,5115
608,Oshawott,-33,-55,-61,-42,-60,-54,16115
609,Dewott,-13,-35,-46,-22,-45,-39,7540
610,Samurott,7,-10,-21,3,-35,-29,2665
611,Samurott (Hisuian Samurott),2,-2,-26,-5,-40,-14,2505
612,Patrat,-43,-55,-67,-70,-66,-57,21868
613,Watchog,-28,-25,-37,-45,-36,-22,6583
614,Lillipup,-43,-50,-61,-80,-60,-44,20006
615,Herdier,-23,-30,-41,-70,-40,-39,11131
616,Stoutland,-3,0,-16,-60,-15,-19,4451
617,Purrloin,-47,-60,-69,-55,-68,-33,19308
618,Liepard,-24,-22,-56,-17,-55,7,7559
619,Pansage,-38,-57,-58,-52,-57,-35,15235
620,Simisage,-13,-12,-43,-7,-42,2,3979
621,Pansear,-38,-57,-58,-52,-57,-35,15235
622,Simisear,-13,-12,-43,-7,-42,2,3979
623,Panpour,-38,-57,-58,-52,-57,-35,15235
624,Simipour,-13,-12,-43,-7,-42,2,3979
625,Munna,-12,-85,-61,-38,-50,-75,20659
626,Musharna,28,-55,-21,2,-10,-70,9254
627,Pidove,-38,-55,-56,-69,-75,-56,21127
628,Tranquill,-26,-33,-44,-55,-63,-34,11851
629,Unfezant,-8,5,-26,-40,-50,-6,4901
630,Blitzle,-43,-50,-74,-55,-73,-23,18708
631,Zebstrika,-13,-10,-43,-25,-42,17,4796
632,Roggenrola,-33,-35,-21,-80,-80,-84,22611
633,Boldore,-18,-5,-1,-55,-65,-79,13841
634,Gigalith,-3,25,24,-45,-25,-74,9336
635,Woobat,-23,-65,-63,-50,-62,-27,15796
636,Swoobat,-21,-53,-51,-28,-50,15,9360
637,Drilbur,-28,-25,-66,-75,-60,-31,15951
638,Excadrill,22,25,-46,-55,-40,-11,7971
639,Audino,15,-50,-20,-45,-19,-49,7912
640,Audino (Mega Audino),15,-50,20,-25,21,-49,6592
641,Timburr,-13,-30,-51,-80,-70,-64,19066
642,Gurdurr,-3,-5,-21,-65,-55,-59,11206
643,Conkeldurr,17,30,-11,-50,-40,-54,8326
644,Tympole,-38,-60,-66,-55,-65,-35,17875
645,Palpitoad,-13,-45,-51,-40,-50,-30,9795
646,Seismitoad,17,-15,-31,-20,-30,-25,3400
647,Throh,32,-10,-21,-75,-20,-54,10506
648,Sawk,-13,15,-31,-75,-30,-14,8076
649,Sewaddle,-43,-57,-36,-65,-45,-57,15893
650,Swadloon,-33,-47,-16,-55,-25,-57,10453
651,Leavanny,-13,-7,-26,-35,-25,-7,2793
652,Venipede,-58,-65,-47,-75,-66,-42,21543
653,Whirlipede,-48,-55,-7,-65,-26,-52,12983
654,Scolipede,-28,-10,-17,-50,-36,13,5138
655,Cottonee,-48,-83,-46,-68,-55,-33,20047
656,Whimsicott,-28,-43,-21,-28,-30,17,5047
657,Petilil,-43,-75,-56,-35,-55,-69,19621
658,Lilligant,-18,-50,-31,5,-30,-9,4791
659,Lilligant (Hisuian Lilligant),-18,-5,-31,-55,-30,6,5271
660,Basculin,-18,-18,-41,-25,-50,-1,5455
661,Sandile,-38,-38,-71,-70,-70,-34,18885
662,Krokorok,-28,-28,-61,-60,-60,-25,13114
663,Krookodile,7,7,-26,-40,-35,-7,3648
664,Darumaka,-18,-20,-61,-90,-60,-49,18546
665,Darumaka (Galarian Darumaka),-18,-20,-61,-90,-60,-49,18546
666,Darmanitan (Standard Mode),17,30,-51,-75,-50,-4,11931
667,Darmanitan (Zen Mode),17,-80,-1,35,0,-44,9851
668,Darmanitan (Galarian Standard Mode),17,30,-51,-75,-50,-4,11931
669,Darmanitan (Galarian Zen Mode),17,50,-51,-75,-50,36,14811
670,Maractus,-13,-24,-39,1,-38,-39,5232
671,Dwebble,-38,-45,-21,-70,-70,-44,15646
672,Crustle,-18,-5,19,-40,-30,-54,6126
673,Scraggy,-38,-35,-36,-70,-35,-51,12691
674,Scrafty,-23,-20,9,-60,10,-41,6391
675,Sigilyph,-16,-52,-26,-2,-25,-2,4269
676,Yamask,-50,-80,-21,-50,-40,-69,18202
677,Yamask (Galarian Yamask),-50,-55,-21,-75,-40,-69,17952
678,Cofagrigus,-30,-60,39,-10,0,-69,10882
679,Tirtouga,-34,-32,-3,-52,-60,-77,14422
680,Carracosta,-14,-2,27,-22,-40,-67,7502
681,Archen,-33,2,-61,-31,-60,-29,10216
682,Archeops,-13,30,-41,7,-40,11,4520
683,Trubbish,-38,-60,-44,-65,-43,-34,14210
684,Garbodor,-8,-15,-24,-45,-23,-24,3995
685,Zorua,-48,-45,-66,-25,-65,-34,14691
686,Zorua (Hisuian Zorua),-53,-50,-66,-20,-65,-29,15131
687,Zoroark,-28,-5,-46,15,-45,6,5211
688,Zoroark (Hisuian Zoroark),-33,-10,-46,20,-45,11,5851
689,Minccino,-33,-60,-66,-65,-65,-24,18071
690,Cinccino,-13,-15,-46,-40,-45,16,6391
691,Gothita,-43,-80,-56,-50,-40,-54,18401
692,Gothorita,-28,-65,-36,-30,-20,-44,9541
693,Gothitelle,-18,-55,-11,-10,5,-34,4751
694,Solosis,-43,-80,-66,0,-55,-79,21871
695,Duosion,-23,-70,-56,20,-45,-69,15751
696,Reuniclus,22,-45,-31,20,-20,-69,9031
697,Ducklett,-26,-66,-56,-61,-55,-44,16850
698,Swanna,-13,-23,-43,-18,-42,-1,4636
699,Vanillite,-52,-60,-56,-40,-45,-55,16090
700,Vanillish,-37,-45,-41,-25,-30,-40,8200
701,Vanilluxe,-17,-15,-21,5,-10,-20,1480
702,Deerling,-28,-50,-56,-65,-55,-24,14246
703,Sawsbuck,-8,-10,-36,-45,-35,-4,4726
704,Emolga,-33,-35,-46,-30,-45,4,7371
705,Karrablast,-38,-35,-61,-65,-60,-39,15736
706,Escavalier,-18,25,-1,-45,0,-79,9216
707,Foongus,-19,-55,-61,-50,-50,-84,19163
708,Amoonguss,26,-25,-36,-20,-25,-69,8383
709,Frillish,-33,-70,-56,-40,-20,-59,14606
710,Jellicent,12,-50,-36,-20,0,-39,5861
711,Alomomola,77,-35,-26,-65,-60,-34,16811
712,Joltik,-38,-63,-56,-48,-55,-34,15034
713,Galvantula,-18,-33,-46,-8,-45,9,5699
714,Ferroseed,-44,-60,-15,-81,-19,-89,20604
715,Ferrothorn,-14,-16,25,-51,11,-79,10040
716,Klink,-48,-55,-36,-60,-45,-69,17011
717,Klang,-28,-30,-11,-35,-20,-49,5831
718,Klinklang,-28,-10,9,-35,-20,-9,2671
719,Tynamo,-53,-55,-66,-60,-65,-39,19536
720,Eelektrik,-23,-25,-36,-30,-35,-59,8056
721,Eelektross,-3,5,-26,0,-25,-49,3736
722,Elgyem,-33,-55,-51,-20,-50,-69,14376
723,Beheeyem,-13,-35,-31,20,-10,-59,6336
724,Litwick,-38,-80,-51,-40,-50,-79,20786
725,Lampent,-28,-70,-46,-10,-45,-44,11861
726,Chandelure,-28,-55,-16,40,-15,-19,6251
727,Axew,-42,-23,-46,-75,-65,-42,16023
728,Fraxure,-22,7,-36,-65,-55,-32,10103
729,Haxorus,-12,37,-16,-45,-35,-2,5023
730,Cubchoo,-33,-40,-66,-45,-65,-59,16776
731,Beartic,7,20,-26,-35,-25,-49,5376
732,Cryogonal,-8,-60,-56,-10,30,6,7836
733,Shelmet,-38,-70,-21,-65,-40,-74,18086
734,Accelgor,-8,-40,-66,-5,-45,46,10186
735,Stunfisk,21,-44,-22,-24,-6,-67,7962
736,Stunfisk (Galarian Stunfisk),21,-29,-7,-39,-21,-67,7782
737,Mienfoo,-43,-25,-56,-50,-55,-34,12291
738,Mienshao,-23,15,-46,-10,-45,6,5031
739,Druddigon,-11,10,-16,-45,-15,-51,5328
740,Golett,-29,-36,-56,-70,-55,-64,17294
741,Golurk,1,14,-26,-50,-25,-44,5934
742,Pawniard,-43,-25,-36,-65,-65,-39,13741
743,Bisharp,-23,15,-6,-45,-35,-29,4881
744,Bouffalant,7,0,-11,-65,-10,-44,6431
745,Rufflet,-18,-27,-56,-68,-55,-39,13359
746,Braviary,12,13,-31,-48,-30,-19,4839
747,Braviary (Hisuian Braviary),22,-27,-36,7,-35,-34,4939
748,Vullaby,-18,-55,-31,-60,-40,-39,11031
749,Mandibuzz,22,-45,-1,-50,-10,-19,5471
750,Heatmor,-3,-13,-40,0,-39,-34,4455
751,Durant,-30,-1,6,-57,-57,10,7535
752,Deino,-36,-45,-56,-60,-55,-61,16803
753,Zweilous,-16,-25,-36,-40,-35,-41,6683
754,Hydreigon,4,-5,-16,20,-15,-1,923
755,Larvesta,-33,-25,-51,-55,-50,-39,11361
756,Volcarona,-3,-50,-41,30,0,1,5091
757,Cobalion,3,-20,23,-15,-33,9,2333
758,Terrakion,3,19,-16,-33,-15,9,2021
759,Virizion,3,-20,-34,-15,24,9,2447
760,Tornadus (Incarnate Forme),-9,5,-36,20,-25,12,2571
761,Tornadus (Therian Forme),-9,-10,-26,5,-15,22,1591
762,Thundurus (Incarnate Forme),-9,5,-36,20,-25,12,2571
763,Thundurus (Therian Forme),-9,-5,-36,40,-25,2,3631
764,Reshiram,12,10,-6,45,15,-9,2611
765,Zekrom,12,40,14,15,-5,-9,2271
766,Landorus (Incarnate Forme),1,15,-16,10,-25,2,1211
767,Landorus (Therian Forme),1,35,-16,0,-25,-8,2171
768,Kyurem,37,20,-16,25,-15,-4,2891
769,Kyurem (Black Kyurem),37,60,-6,15,-15,-4,5471
770,Kyurem (White Kyurem),37,10,-16,65,-5,-4,5991
771,Keldeo,3,-38,-16,24,-15,9,2591
772,Meloetta (Aria Forme),12,-33,-29,23,23,-9,3213
773,Meloetta (Pirouette Forme),12,18,-16,-28,-28,29,3133
774,Genesect,-17,10,-11,15,-10,0,835
775,Chespin,-32,-49,-41,-57,-60,-61,15676
776,Quilladin,-27,-32,-11,-49,-47,-42,8248
777,Chesnaught,0,-3,16,-31,-30,-35,3351
778,Fennekin,-48,-65,-66,-43,-45,-39,16280
779,Braixen,-29,-51,-48,-15,-35,-26,7872
780,Delphox,-13,-41,-34,9,-5,5,3137
781,Froakie,-47,-54,-66,-43,-61,-28,15835
782,Frogadier,-34,-47,-54,-22,-49,-2,9170
783,Greninja,-16,-15,-39,-2,-34,23,3691
784,Greninja (Ash-Greninja),-16,35,-39,48,-34,33,7551
785,Bunnelby,-50,-74,-68,-73,-69,-42,24454
786,Diggersby,-3,-54,-29,-55,-28,-21,8016
787,Fletchling,-43,-60,-63,-65,-67,-37,19501
788,Fletchinder,-26,-37,-51,-49,-53,-15,10081
789,Talonflame,-10,-29,-35,-31,-36,27,5152
790,Scatterbug,-50,-75,-66,-78,-80,-64,29061
791,Spewpa,-43,-88,-46,-78,-75,-70,28318
792,Vivillon,-8,-58,-56,-15,-55,-10,9914
793,Litleo,-26,-60,-48,-32,-51,-27,10934
794,Pyroar,-2,-42,-34,4,-39,7,4510
795,Flabébé,-44,-72,-67,-44,-26,-57,17470
796,Floette,-34,-65,-59,-30,-7,-47,12020
797,Florges,-10,-45,-38,7,49,-24,6595
798,Skiddo,-22,-45,-58,-43,-48,-47,12235
799,Gogoat,35,-10,-44,-8,-24,-31,4862
800,Pancham,-21,-28,-44,-59,-57,-56,13027
801,Pangoro,7,14,-28,-36,-34,-41,5162
802,Furfrou,-13,-30,-46,-40,-15,3,5019
803,Espurr,-26,-62,-52,-42,-45,-31,11974
804,Meowstic,-14,-62,-30,-22,-24,5,6025
805,Honedge,-43,-30,-6,-70,-68,-71,17350
806,Doublade,-29,0,44,-60,-56,-64,13609
807,Aegislash (Shield Forme),-28,-60,34,-55,35,-39,11311
808,Aegislash (Blade Forme),-28,30,-56,35,-55,-39,10591
809,Spritzee,-10,-58,-46,-42,-40,-76,14720
810,Aromatisse,13,-38,-34,-6,-16,-70,7961
811,Swirlix,-26,-62,-40,-46,-48,-50,13040
812,Slurpuff,-6,-30,-20,-20,-30,-27,3365
813,Inkay,-35,-56,-53,-68,-59,-54,18191
814,Malamar,-2,-18,-18,-37,-30,-26,3597
815,Binacle,-46,-58,-39,-66,-49,-49,16159
816,Barbaracle,-16,-5,9,-51,-19,-31,4285
817,Skrelp,-38,-50,-46,-45,-45,-69,14871
818,Dragalge,-23,-35,-16,-8,18,-55,5423
819,Clauncher,-38,-57,-44,-47,-42,-55,13627
820,Clawitzer,-17,-37,-18,15,-16,-40,4063
821,Helioptile,-44,-72,-73,-44,-62,-29,19070
822,Heliolisk,-26,-55,-54,4,-11,10,6854
823,Tyrunt,-30,-21,-29,-60,-60,-51,11983
824,Tyrantrum,-6,11,13,-36,-46,-28,4522
825,Amaura,-11,-51,-56,-38,-42,-53,11875
826,Aurorus,35,-33,-34,-6,-13,-41,5356
827,Sylveon,7,-45,-41,5,25,-39,5926
828,Hawlucha,-10,-18,-31,-31,-42,19,4471
829,Dedenne,-21,-52,-49,-24,-38,2,7570
830,Carbink,-38,-60,44,-55,45,-49,14431
831,Goomy,-43,-60,-71,-50,-30,-59,17371
832,Sliggoo,-20,-35,-53,-22,8,-39,6503
833,Sliggoo (Hisuian Sliggoo),-30,-35,-23,-22,8,-59,6683
834,Goodra,2,-10,-36,5,45,-19,3811
835,Goodra (Hisuian Goodra),-8,-10,-6,5,45,-39,3771
836,Klefki,-31,-30,-15,-25,-18,-24,3611
837,Phantump,-45,-40,-58,-55,-45,-61,15760
838,Trevenant,-3,0,-30,-40,-23,-43,4887
839,Pumpkaboo (Small Size),-44,-44,-36,-61,-50,-43,13238
840,Pumpkaboo (Average Size),-39,-44,-36,-61,-50,-48,13278
841,Pumpkaboo (Large Size),-34,-44,-36,-61,-50,-53,13418
842,Pumpkaboo (Super Size),-29,-44,-36,-61,-50,-58,13658
843,Gourgeist (Small Size),-33,-25,16,-47,-30,0,5079
844,Gourgeist (Average Size),-23,-20,16,-47,-30,-15,4519
845,Gourgeist (Large Size),-13,-15,16,-47,-30,-30,4659
846,Gourgeist (Super Size),-3,-10,16,-47,-30,-45,5499
847,Bergmite,-33,-41,-21,-73,-70,-71,18481
848,Avalugg,7,7,78,-61,-59,-71,18425
849,Avalugg (Hisuian Avalugg),7,17,78,-71,-69,-61,19945
850,Noibat,-48,-80,-71,-60,-65,-44,23506
851,Noivern,-3,-40,-26,-8,-25,24,3550
852,Xerneas,38,21,-11,26,-7,0,2731
853,Yveltal,38,21,-11,26,-7,0,2731
854,Zygarde (50% Forme),20,-10,15,-24,-10,-4,1417
855,Zygarde (10% Forme),-34,-10,-35,-44,-20,16,5073
856,Zygarde (Complete Forme),128,-10,15,-14,-10,-14,17201
857,Diancie,-38,-10,44,-5,45,-49,7931
858,Diancie (Mega Diancie),-38,50,4,55,5,11,7131
859,Hoopa (Hoopa Confined),-8,0,-46,45,25,-29,5671
860,Hoopa (Hoopa Unbound),-8,50,-46,65,25,-19,9891
861,Volcanion,-8,0,14,25,-15,-29,1951
862,Rowlet,-20,-55,-51,-55,-55,-57,15325
863,Dartrix,-10,-35,-31,-35,-35,-47,6945
864,Decidueye,-10,-3,-31,-5,-5,-29,1961
865,Decidueye (Hisuian Decidueye),0,2,-26,-10,-10,-39,2401
866,Litten,-43,-45,-66,-45,-65,-29,15321
867,Torracat,-23,-25,-56,-25,-55,-9,8021
868,Incineroar,7,5,-16,-25,-15,-39,2701
869,Popplio,-38,-56,-52,-39,-49,-59,14687
870,Brionne,-28,-41,-37,-14,-24,-49,7007
871,Primarina,-8,-36,-32,21,11,-39,4467
872,Pikipek,-53,-35,-76,-75,-75,-34,22216
873,Trumbeak,-33,-25,-56,-65,-55,-24,12676
874,Toucannon,-8,10,-31,-30,-30,-39,4446
875,Yungoos,-40,-40,-76,-75,-75,-54,23142
876,Gumshoos,0,0,-46,-50,-45,-54,9557
877,Grubbin,-41,-48,-61,-50,-60,-53,16615
878,Charjabug,-31,-28,-11,-50,-30,-63,9235
879,Vikavolt,-11,-40,-16,40,-30,-56,7613
880,Crabrawler,-41,-28,-49,-63,-58,-36,13495
881,Crabominable,9,22,-29,-43,-38,-56,7835
882,Oricorio,-13,-40,-36,-7,-35,-6,4375
883,Cutiefly,-48,-65,-66,-50,-65,-15,17835
884,Ribombee,-28,-55,-46,-10,-35,25,7875
885,Rockruff,-43,-45,-66,-75,-65,-39,19601
886,Lycanroc (Midday Form),-13,5,-41,-50,-40,13,6144
887,Lycanroc (Midnight Form),-3,5,-31,-50,-30,-17,4684
888,Lycanroc (Dusk Form),-13,7,-41,-50,-40,11,6120
889,Wishiwashi (Solo Form),-43,-90,-86,-80,-80,-59,33626
890,Wishiwashi (School Form),-43,30,24,35,30,-69,10211
891,Mareanie,-38,-57,-44,-62,-53,-54,16198
892,Toxapex,-38,-47,46,-52,37,-64,13938
893,Mudbray,-18,-10,-36,-60,-50,-54,10736
894,Mudsdale,12,15,-6,-50,-20,-64,7401
895,Dewpider,-50,-70,-54,-65,-33,-72,20814
896,Araquanid,-20,-40,-14,-55,27,-57,9199
897,Fomantis,-48,-55,-71,-55,-70,-64,22391
898,Lurantis,-18,-5,-16,-25,-15,-54,4371
899,Morelull,-48,-75,-51,-40,-30,-84,20086
900,Shiinotic,-28,-65,-26,-15,-5,-69,10696
901,Salandit,-40,-66,-66,-34,-65,-22,16177
902,Salazzle,-20,-46,-46,6,-45,18,7017
903,Stufful,-18,-35,-56,-60,-55,-49,13711
904,Bewear,32,15,-26,-50,-45,-39,7971
905,Bounsweet,-46,-80,-68,-75,-67,-67,27743
906,Steenee,-36,-70,-58,-65,-57,-37,18403
907,Tsareena,-16,10,-8,-55,-7,-27,4223
908,Comfey,-37,-58,-16,-23,5,1,5544
909,Oranguru,2,-50,-26,-15,5,-39,4951
910,Passimian,12,10,-16,-65,-45,-19,7111
911,Wimpod,-63,-75,-66,-85,-75,-19,27161
912,Golisopod,-13,15,34,-45,-15,-59,7281
913,Sandygast,-33,-55,-26,-35,-60,-84,16671
914,Palossand,-3,-35,4,-5,-30,-64,6271
915,Pyukumuku,-33,-50,24,-75,25,-94,19251
916,Type: Null,7,-15,-11,-10,-10,-40,2195
917,Silvally,7,-15,-11,-10,-10,-4,611
918,Minior (Meteor Form),-28,-50,-6,-45,-5,-39,6891
919,Minior (Core),-28,-10,-46,-5,-45,21,5491
920,Komala,-23,5,-41,-30,-10,-34,4391
921,Turtonator,-28,-32,29,-14,-20,-63,7214
922,Togedemaru,-23,-12,-43,-65,-32,-3,7780
923,Mimikyu,-33,-20,-26,-55,0,-3,5199
924,Bruxish,-20,-5,-36,-35,-35,-7,4220
925,Drampa,-10,-50,-21,30,-14,-63,8106
926,Dhelmise,-18,21,-6,-19,-15,-59,4868
927,Jangmo-o,-43,-55,-41,-60,-60,-54,16671
928,Hakamo-o,-33,-35,-16,-40,-35,-34,6551
929,Kommo-o,-13,0,19,-5,0,-14,751
930,Tapu Koko,-18,5,-21,-10,-30,31,2751
931,Tapu Lele,-18,-25,-31,25,10,-4,2651
932,Tapu Bulu,-18,20,9,-20,-10,-24,1881
933,Tapu Fini,-18,-35,9,-10,25,-14,2551
934,Cosmog,-45,-81,-75,-76,-74,-62,29307
935,Cosmoem,-45,-81,25,-76,26,-62,19507
936,Solgaleo,49,27,1,8,-16,-2,3455
937,Lunala,49,3,-17,32,2,-2,3731
938,Nihilego,21,-57,-59,22,26,4,8347
939,Buzzwole,19,29,33,-52,-52,-20,8099
940,Pheromosa,-17,27,-69,32,-68,52,14131
941,Xurkitree,-5,-21,-35,68,-34,-16,7727
942,Celesteela,9,-9,-3,2,-4,-38,1635
943,Kartana,-29,71,25,-46,-74,10,14199
944,Guzzlord,135,-9,-53,-8,-52,-56,27019
945,Necrozma,9,-3,-5,22,-16,-20,1255
946,Necrozma (Dusk Mane Necrozma),9,47,21,8,4,-22,3295
947,Necrozma (Dawn Wings Necrozma),9,3,3,52,22,-22,3771
948,Necrozma (Ultra Necrozma),9,57,-9,62,-8,30,8219
949,Magearna,-8,-15,9,25,10,-34,2251
